comment_star,review_count,BusinessAcceptsCreditCards,BikeParking,RestaurantsReservations,HasTV,Alcohol,RestaurantsGoodForGroups,WiFi,garage,street,lot,valet,dinner,Total_hour,acceptable_noise,upscale_classy
5,270,1,0,1,0,1,1,0,0,0,0,0,1,49,1,0
5,270,1,0,1,0,1,1,0,0,0,0,0,1,49,1,0
5,270,1,0,1,0,1,1,0,0,0,0,0,1,49,1,0
5,270,1,0,1,0,1,1,0,0,0,0,0,1,49,1,0
5,270,1,0,1,0,1,1,0,0,0,0,0,1,49,1,0
5,270,1,0,1,0,1,1,0,0,0,0,0,1,49,1,0
5,270,1,0,1,0,1,1,0,0,0,0,0,1,49,1,0
4,270,1,0,1,0,1,1,0,0,0,0,0,1,49,1,0
5,270,1,0,1,0,1,1,0,0,0,0,0,1,49,1,0
3,270,1,0,1,0,1,1,0,0,0,0,0,1,49,1,0
5,270,1,0,1,0,1,1,0,0,0,0,0,1,49,1,0
5,270,1,0,1,0,1,1,0,0,0,0,0,1,49,1,0
5,270,1,0,1,0,1,1,0,0,0,0,0,1,49,1,0
4,270,1,0,1,0,1,1,0,0,0,0,0,1,49,1,0
5,270,1,0,1,0,1,1,0,0,0,0,0,1,49,1,0
4,270,1,0,1,0,1,1,0,0,0,0,0,1,49,1,0
5,270,1,0,1,0,1,1,0,0,0,0,0,1,49,1,0
5,270,1,0,1,0,1,1,0,0,0,0,0,1,49,1,0
5,270,1,0,1,0,1,1,0,0,0,0,0,1,49,1,0
1,270,1,0,1,0,1,1,0,0,0,0,0,1,49,1,0
5,270,1,0,1,0,1,1,0,0,0,0,0,1,49,1,0
5,270,1,0,1,0,1,1,0,0,0,0,0,1,49,1,0
5,270,1,0,1,0,1,1,0,0,0,0,0,1,49,1,0
4,270,1,0,1,0,1,1,0,0,0,0,0,1,49,1,0
5,270,1,0,1,0,1,1,0,0,0,0,0,1,49,1,0
4,270,1,0,1,0,1,1,0,0,0,0,0,1,49,1,0
5,270,1,0,1,0,1,1,0,0,0,0,0,1,49,1,0
5,270,1,0,1,0,1,1,0,0,0,0,0,1,49,1,0
5,270,1,0,1,0,1,1,0,0,0,0,0,1,49,1,0
5,270,1,0,1,0,1,1,0,0,0,0,0,1,49,1,0
1,270,1,0,1,0,1,1,0,0,0,0,0,1,49,1,0
5,270,1,0,1,0,1,1,0,0,0,0,0,1,49,1,0
5,270,1,0,1,0,1,1,0,0,0,0,0,1,49,1,0
5,270,1,0,1,0,1,1,0,0,0,0,0,1,49,1,0
4,270,1,0,1,0,1,1,0,0,0,0,0,1,49,1,0
4,270,1,0,1,0,1,1,0,0,0,0,0,1,49,1,0
2,270,1,0,1,0,1,1,0,0,0,0,0,1,49,1,0
4,270,1,0,1,0,1,1,0,0,0,0,0,1,49,1,0
3,270,1,0,1,0,1,1,0,0,0,0,0,1,49,1,0
2,270,1,0,1,0,1,1,0,0,0,0,0,1,49,1,0
5,270,1,0,1,0,1,1,0,0,0,0,0,1,49,1,0
4,270,1,0,1,0,1,1,0,0,0,0,0,1,49,1,0
5,270,1,0,1,0,1,1,0,0,0,0,0,1,49,1,0
5,270,1,0,1,0,1,1,0,0,0,0,0,1,49,1,0
5,270,1,0,1,0,1,1,0,0,0,0,0,1,49,1,0
5,270,1,0,1,0,1,1,0,0,0,0,0,1,49,1,0
4,270,1,0,1,0,1,1,0,0,0,0,0,1,49,1,0
4,270,1,0,1,0,1,1,0,0,0,0,0,1,49,1,0
5,270,1,0,1,0,1,1,0,0,0,0,0,1,49,1,0
5,270,1,0,1,0,1,1,0,0,0,0,0,1,49,1,0
4,270,1,0,1,0,1,1,0,0,0,0,0,1,49,1,0
2,270,1,0,1,0,1,1,0,0,0,0,0,1,49,1,0
5,270,1,0,1,0,1,1,0,0,0,0,0,1,49,1,0
3,270,1,0,1,0,1,1,0,0,0,0,0,1,49,1,0
3,270,1,0,1,0,1,1,0,0,0,0,0,1,49,1,0
5,270,1,0,1,0,1,1,0,0,0,0,0,1,49,1,0
5,270,1,0,1,0,1,1,0,0,0,0,0,1,49,1,0
2,270,1,0,1,0,1,1,0,0,0,0,0,1,49,1,0
4,270,1,0,1,0,1,1,0,0,0,0,0,1,49,1,0
4,270,1,0,1,0,1,1,0,0,0,0,0,1,49,1,0
5,270,1,0,1,0,1,1,0,0,0,0,0,1,49,1,0
5,270,1,0,1,0,1,1,0,0,0,0,0,1,49,1,0
5,270,1,0,1,0,1,1,0,0,0,0,0,1,49,1,0
5,270,1,0,1,0,1,1,0,0,0,0,0,1,49,1,0
4,270,1,0,1,0,1,1,0,0,0,0,0,1,49,1,0
4,270,1,0,1,0,1,1,0,0,0,0,0,1,49,1,0
3,270,1,0,1,0,1,1,0,0,0,0,0,1,49,1,0
5,270,1,0,1,0,1,1,0,0,0,0,0,1,49,1,0
4,270,1,0,1,0,1,1,0,0,0,0,0,1,49,1,0
5,270,1,0,1,0,1,1,0,0,0,0,0,1,49,1,0
5,270,1,0,1,0,1,1,0,0,0,0,0,1,49,1,0
2,270,1,0,1,0,1,1,0,0,0,0,0,1,49,1,0
5,270,1,0,1,0,1,1,0,0,0,0,0,1,49,1,0
5,270,1,0,1,0,1,1,0,0,0,0,0,1,49,1,0
5,270,1,0,1,0,1,1,0,0,0,0,0,1,49,1,0
2,270,1,0,1,0,1,1,0,0,0,0,0,1,49,1,0
5,270,1,0,1,0,1,1,0,0,0,0,0,1,49,1,0
4,270,1,0,1,0,1,1,0,0,0,0,0,1,49,1,0
5,270,1,0,1,0,1,1,0,0,0,0,0,1,49,1,0
5,270,1,0,1,0,1,1,0,0,0,0,0,1,49,1,0
5,270,1,0,1,0,1,1,0,0,0,0,0,1,49,1,0
5,270,1,0,1,0,1,1,0,0,0,0,0,1,49,1,0
5,270,1,0,1,0,1,1,0,0,0,0,0,1,49,1,0
1,270,1,0,1,0,1,1,0,0,0,0,0,1,49,1,0
5,270,1,0,1,0,1,1,0,0,0,0,0,1,49,1,0
5,270,1,0,1,0,1,1,0,0,0,0,0,1,49,1,0
5,270,1,0,1,0,1,1,0,0,0,0,0,1,49,1,0
1,270,1,0,1,0,1,1,0,0,0,0,0,1,49,1,0
5,270,1,0,1,0,1,1,0,0,0,0,0,1,49,1,0
5,270,1,0,1,0,1,1,0,0,0,0,0,1,49,1,0
5,270,1,0,1,0,1,1,0,0,0,0,0,1,49,1,0
5,270,1,0,1,0,1,1,0,0,0,0,0,1,49,1,0
5,270,1,0,1,0,1,1,0,0,0,0,0,1,49,1,0
5,270,1,0,1,0,1,1,0,0,0,0,0,1,49,1,0
5,270,1,0,1,0,1,1,0,0,0,0,0,1,49,1,0
4,270,1,0,1,0,1,1,0,0,0,0,0,1,49,1,0
4,270,1,0,1,0,1,1,0,0,0,0,0,1,49,1,0
4,270,1,0,1,0,1,1,0,0,0,0,0,1,49,1,0
5,270,1,0,1,0,1,1,0,0,0,0,0,1,49,1,0
5,270,1,0,1,0,1,1,0,0,0,0,0,1,49,1,0
5,270,1,0,1,0,1,1,0,0,0,0,0,1,49,1,0
5,270,1,0,1,0,1,1,0,0,0,0,0,1,49,1,0
5,270,1,0,1,0,1,1,0,0,0,0,0,1,49,1,0
5,270,1,0,1,0,1,1,0,0,0,0,0,1,49,1,0
5,270,1,0,1,0,1,1,0,0,0,0,0,1,49,1,0
2,270,1,0,1,0,1,1,0,0,0,0,0,1,49,1,0
5,270,1,0,1,0,1,1,0,0,0,0,0,1,49,1,0
5,270,1,0,1,0,1,1,0,0,0,0,0,1,49,1,0
5,270,1,0,1,0,1,1,0,0,0,0,0,1,49,1,0
5,270,1,0,1,0,1,1,0,0,0,0,0,1,49,1,0
5,270,1,0,1,0,1,1,0,0,0,0,0,1,49,1,0
4,330,1,0,0,1,0,1,1,0,0,1,0,1,66,1,0
5,330,1,0,0,1,0,1,1,0,0,1,0,1,66,1,0
5,330,1,0,0,1,0,1,1,0,0,1,0,1,66,1,0
2,330,1,0,0,1,0,1,1,0,0,1,0,1,66,1,0
5,330,1,0,0,1,0,1,1,0,0,1,0,1,66,1,0
4,330,1,0,0,1,0,1,1,0,0,1,0,1,66,1,0
5,330,1,0,0,1,0,1,1,0,0,1,0,1,66,1,0
3,330,1,0,0,1,0,1,1,0,0,1,0,1,66,1,0
5,330,1,0,0,1,0,1,1,0,0,1,0,1,66,1,0
5,330,1,0,0,1,0,1,1,0,0,1,0,1,66,1,0
3,330,1,0,0,1,0,1,1,0,0,1,0,1,66,1,0
4,330,1,0,0,1,0,1,1,0,0,1,0,1,66,1,0
3,330,1,0,0,1,0,1,1,0,0,1,0,1,66,1,0
3,330,1,0,0,1,0,1,1,0,0,1,0,1,66,1,0
5,330,1,0,0,1,0,1,1,0,0,1,0,1,66,1,0
5,330,1,0,0,1,0,1,1,0,0,1,0,1,66,1,0
4,330,1,0,0,1,0,1,1,0,0,1,0,1,66,1,0
3,330,1,0,0,1,0,1,1,0,0,1,0,1,66,1,0
5,330,1,0,0,1,0,1,1,0,0,1,0,1,66,1,0
3,330,1,0,0,1,0,1,1,0,0,1,0,1,66,1,0
4,330,1,0,0,1,0,1,1,0,0,1,0,1,66,1,0
3,330,1,0,0,1,0,1,1,0,0,1,0,1,66,1,0
5,330,1,0,0,1,0,1,1,0,0,1,0,1,66,1,0
2,330,1,0,0,1,0,1,1,0,0,1,0,1,66,1,0
3,330,1,0,0,1,0,1,1,0,0,1,0,1,66,1,0
4,330,1,0,0,1,0,1,1,0,0,1,0,1,66,1,0
3,330,1,0,0,1,0,1,1,0,0,1,0,1,66,1,0
5,330,1,0,0,1,0,1,1,0,0,1,0,1,66,1,0
5,330,1,0,0,1,0,1,1,0,0,1,0,1,66,1,0
5,330,1,0,0,1,0,1,1,0,0,1,0,1,66,1,0
4,330,1,0,0,1,0,1,1,0,0,1,0,1,66,1,0
5,330,1,0,0,1,0,1,1,0,0,1,0,1,66,1,0
4,330,1,0,0,1,0,1,1,0,0,1,0,1,66,1,0
5,330,1,0,0,1,0,1,1,0,0,1,0,1,66,1,0
5,330,1,0,0,1,0,1,1,0,0,1,0,1,66,1,0
5,330,1,0,0,1,0,1,1,0,0,1,0,1,66,1,0
5,330,1,0,0,1,0,1,1,0,0,1,0,1,66,1,0
5,330,1,0,0,1,0,1,1,0,0,1,0,1,66,1,0
5,330,1,0,0,1,0,1,1,0,0,1,0,1,66,1,0
5,330,1,0,0,1,0,1,1,0,0,1,0,1,66,1,0
5,330,1,0,0,1,0,1,1,0,0,1,0,1,66,1,0
4,330,1,0,0,1,0,1,1,0,0,1,0,1,66,1,0
5,330,1,0,0,1,0,1,1,0,0,1,0,1,66,1,0
5,330,1,0,0,1,0,1,1,0,0,1,0,1,66,1,0
2,330,1,0,0,1,0,1,1,0,0,1,0,1,66,1,0
4,330,1,0,0,1,0,1,1,0,0,1,0,1,66,1,0
1,330,1,0,0,1,0,1,1,0,0,1,0,1,66,1,0
3,330,1,0,0,1,0,1,1,0,0,1,0,1,66,1,0
4,330,1,0,0,1,0,1,1,0,0,1,0,1,66,1,0
4,330,1,0,0,1,0,1,1,0,0,1,0,1,66,1,0
5,330,1,0,0,1,0,1,1,0,0,1,0,1,66,1,0
5,330,1,0,0,1,0,1,1,0,0,1,0,1,66,1,0
3,330,1,0,0,1,0,1,1,0,0,1,0,1,66,1,0
5,330,1,0,0,1,0,1,1,0,0,1,0,1,66,1,0
5,330,1,0,0,1,0,1,1,0,0,1,0,1,66,1,0
1,330,1,0,0,1,0,1,1,0,0,1,0,1,66,1,0
5,330,1,0,0,1,0,1,1,0,0,1,0,1,66,1,0
5,330,1,0,0,1,0,1,1,0,0,1,0,1,66,1,0
5,330,1,0,0,1,0,1,1,0,0,1,0,1,66,1,0
5,330,1,0,0,1,0,1,1,0,0,1,0,1,66,1,0
4,330,1,0,0,1,0,1,1,0,0,1,0,1,66,1,0
5,330,1,0,0,1,0,1,1,0,0,1,0,1,66,1,0
5,330,1,0,0,1,0,1,1,0,0,1,0,1,66,1,0
5,330,1,0,0,1,0,1,1,0,0,1,0,1,66,1,0
5,330,1,0,0,1,0,1,1,0,0,1,0,1,66,1,0
4,330,1,0,0,1,0,1,1,0,0,1,0,1,66,1,0
5,330,1,0,0,1,0,1,1,0,0,1,0,1,66,1,0
4,330,1,0,0,1,0,1,1,0,0,1,0,1,66,1,0
4,330,1,0,0,1,0,1,1,0,0,1,0,1,66,1,0
5,330,1,0,0,1,0,1,1,0,0,1,0,1,66,1,0
3,330,1,0,0,1,0,1,1,0,0,1,0,1,66,1,0
1,330,1,0,0,1,0,1,1,0,0,1,0,1,66,1,0
4,330,1,0,0,1,0,1,1,0,0,1,0,1,66,1,0
5,330,1,0,0,1,0,1,1,0,0,1,0,1,66,1,0
4,330,1,0,0,1,0,1,1,0,0,1,0,1,66,1,0
5,330,1,0,0,1,0,1,1,0,0,1,0,1,66,1,0
5,330,1,0,0,1,0,1,1,0,0,1,0,1,66,1,0
1,330,1,0,0,1,0,1,1,0,0,1,0,1,66,1,0
5,330,1,0,0,1,0,1,1,0,0,1,0,1,66,1,0
5,330,1,0,0,1,0,1,1,0,0,1,0,1,66,1,0
5,330,1,0,0,1,0,1,1,0,0,1,0,1,66,1,0
5,330,1,0,0,1,0,1,1,0,0,1,0,1,66,1,0
5,330,1,0,0,1,0,1,1,0,0,1,0,1,66,1,0
2,330,1,0,0,1,0,1,1,0,0,1,0,1,66,1,0
2,330,1,0,0,1,0,1,1,0,0,1,0,1,66,1,0
4,330,1,0,0,1,0,1,1,0,0,1,0,1,66,1,0
5,330,1,0,0,1,0,1,1,0,0,1,0,1,66,1,0
5,330,1,0,0,1,0,1,1,0,0,1,0,1,66,1,0
3,330,1,0,0,1,0,1,1,0,0,1,0,1,66,1,0
4,330,1,0,0,1,0,1,1,0,0,1,0,1,66,1,0
5,330,1,0,0,1,0,1,1,0,0,1,0,1,66,1,0
5,330,1,0,0,1,0,1,1,0,0,1,0,1,66,1,0
1,330,1,0,0,1,0,1,1,0,0,1,0,1,66,1,0
4,330,1,0,0,1,0,1,1,0,0,1,0,1,66,1,0
5,330,1,0,0,1,0,1,1,0,0,1,0,1,66,1,0
2,330,1,0,0,1,0,1,1,0,0,1,0,1,66,1,0
3,330,1,0,0,1,0,1,1,0,0,1,0,1,66,1,0
3,330,1,0,0,1,0,1,1,0,0,1,0,1,66,1,0
4,330,1,0,0,1,0,1,1,0,0,1,0,1,66,1,0
4,330,1,0,0,1,0,1,1,0,0,1,0,1,66,1,0
4,330,1,0,0,1,0,1,1,0,0,1,0,1,66,1,0
5,330,1,0,0,1,0,1,1,0,0,1,0,1,66,1,0
4,330,1,0,0,1,0,1,1,0,0,1,0,1,66,1,0
4,330,1,0,0,1,0,1,1,0,0,1,0,1,66,1,0
5,330,1,0,0,1,0,1,1,0,0,1,0,1,66,1,0
4,330,1,0,0,1,0,1,1,0,0,1,0,1,66,1,0
3,330,1,0,0,1,0,1,1,0,0,1,0,1,66,1,0
5,330,1,0,0,1,0,1,1,0,0,1,0,1,66,1,0
5,330,1,0,0,1,0,1,1,0,0,1,0,1,66,1,0
3,330,1,0,0,1,0,1,1,0,0,1,0,1,66,1,0
5,330,1,0,0,1,0,1,1,0,0,1,0,1,66,1,0
4,330,1,0,0,1,0,1,1,0,0,1,0,1,66,1,0
5,330,1,0,0,1,0,1,1,0,0,1,0,1,66,1,0
5,330,1,0,0,1,0,1,1,0,0,1,0,1,66,1,0
4,330,1,0,0,1,0,1,1,0,0,1,0,1,66,1,0
5,330,1,0,0,1,0,1,1,0,0,1,0,1,66,1,0
2,330,1,0,0,1,0,1,1,0,0,1,0,1,66,1,0
5,330,1,0,0,1,0,1,1,0,0,1,0,1,66,1,0
2,330,1,0,0,1,0,1,1,0,0,1,0,1,66,1,0
5,330,1,0,0,1,0,1,1,0,0,1,0,1,66,1,0
5,330,1,0,0,1,0,1,1,0,0,1,0,1,66,1,0
5,330,1,0,0,1,0,1,1,0,0,1,0,1,66,1,0
5,330,1,0,0,1,0,1,1,0,0,1,0,1,66,1,0
5,330,1,0,0,1,0,1,1,0,0,1,0,1,66,1,0
5,330,1,0,0,1,0,1,1,0,0,1,0,1,66,1,0
5,330,1,0,0,1,0,1,1,0,0,1,0,1,66,1,0
5,330,1,0,0,1,0,1,1,0,0,1,0,1,66,1,0
4,330,1,0,0,1,0,1,1,0,0,1,0,1,66,1,0
1,330,1,0,0,1,0,1,1,0,0,1,0,1,66,1,0
5,330,1,0,0,1,0,1,1,0,0,1,0,1,66,1,0
5,330,1,0,0,1,0,1,1,0,0,1,0,1,66,1,0
4,330,1,0,0,1,0,1,1,0,0,1,0,1,66,1,0
2,330,1,0,0,1,0,1,1,0,0,1,0,1,66,1,0
5,330,1,0,0,1,0,1,1,0,0,1,0,1,66,1,0
5,330,1,0,0,1,0,1,1,0,0,1,0,1,66,1,0
5,330,1,0,0,1,0,1,1,0,0,1,0,1,66,1,0
3,330,1,0,0,1,0,1,1,0,0,1,0,1,66,1,0
3,330,1,0,0,1,0,1,1,0,0,1,0,1,66,1,0
4,330,1,0,0,1,0,1,1,0,0,1,0,1,66,1,0
5,330,1,0,0,1,0,1,1,0,0,1,0,1,66,1,0
5,330,1,0,0,1,0,1,1,0,0,1,0,1,66,1,0
1,330,1,0,0,1,0,1,1,0,0,1,0,1,66,1,0
5,330,1,0,0,1,0,1,1,0,0,1,0,1,66,1,0
5,330,1,0,0,1,0,1,1,0,0,1,0,1,66,1,0
3,330,1,0,0,1,0,1,1,0,0,1,0,1,66,1,0
1,330,1,0,0,1,0,1,1,0,0,1,0,1,66,1,0
3,330,1,0,0,1,0,1,1,0,0,1,0,1,66,1,0
5,330,1,0,0,1,0,1,1,0,0,1,0,1,66,1,0
3,330,1,0,0,1,0,1,1,0,0,1,0,1,66,1,0
3,330,1,0,0,1,0,1,1,0,0,1,0,1,66,1,0
5,330,1,0,0,1,0,1,1,0,0,1,0,1,66,1,0
5,330,1,0,0,1,0,1,1,0,0,1,0,1,66,1,0
5,330,1,0,0,1,0,1,1,0,0,1,0,1,66,1,0
5,330,1,0,0,1,0,1,1,0,0,1,0,1,66,1,0
5,330,1,0,0,1,0,1,1,0,0,1,0,1,66,1,0
4,330,1,0,0,1,0,1,1,0,0,1,0,1,66,1,0
5,330,1,0,0,1,0,1,1,0,0,1,0,1,66,1,0
4,330,1,0,0,1,0,1,1,0,0,1,0,1,66,1,0
4,330,1,0,0,1,0,1,1,0,0,1,0,1,66,1,0
5,330,1,0,0,1,0,1,1,0,0,1,0,1,66,1,0
4,330,1,0,0,1,0,1,1,0,0,1,0,1,66,1,0
1,330,1,0,0,1,0,1,1,0,0,1,0,1,66,1,0
4,330,1,0,0,1,0,1,1,0,0,1,0,1,66,1,0
5,330,1,0,0,1,0,1,1,0,0,1,0,1,66,1,0
4,330,1,0,0,1,0,1,1,0,0,1,0,1,66,1,0
5,330,1,0,0,1,0,1,1,0,0,1,0,1,66,1,0
4,330,1,0,0,1,0,1,1,0,0,1,0,1,66,1,0
3,330,1,0,0,1,0,1,1,0,0,1,0,1,66,1,0
5,330,1,0,0,1,0,1,1,0,0,1,0,1,66,1,0
2,330,1,0,0,1,0,1,1,0,0,1,0,1,66,1,0
5,330,1,0,0,1,0,1,1,0,0,1,0,1,66,1,0
5,330,1,0,0,1,0,1,1,0,0,1,0,1,66,1,0
5,330,1,0,0,1,0,1,1,0,0,1,0,1,66,1,0
4,330,1,0,0,1,0,1,1,0,0,1,0,1,66,1,0
5,330,1,0,0,1,0,1,1,0,0,1,0,1,66,1,0
5,330,1,0,0,1,0,1,1,0,0,1,0,1,66,1,0
5,330,1,0,0,1,0,1,1,0,0,1,0,1,66,1,0
5,330,1,0,0,1,0,1,1,0,0,1,0,1,66,1,0
4,330,1,0,0,1,0,1,1,0,0,1,0,1,66,1,0
5,330,1,0,0,1,0,1,1,0,0,1,0,1,66,1,0
2,330,1,0,0,1,0,1,1,0,0,1,0,1,66,1,0
4,330,1,0,0,1,0,1,1,0,0,1,0,1,66,1,0
4,330,1,0,0,1,0,1,1,0,0,1,0,1,66,1,0
3,330,1,0,0,1,0,1,1,0,0,1,0,1,66,1,0
2,330,1,0,0,1,0,1,1,0,0,1,0,1,66,1,0
5,330,1,0,0,1,0,1,1,0,0,1,0,1,66,1,0
2,330,1,0,0,1,0,1,1,0,0,1,0,1,66,1,0
4,330,1,0,0,1,0,1,1,0,0,1,0,1,66,1,0
5,330,1,0,0,1,0,1,1,0,0,1,0,1,66,1,0
1,330,1,0,0,1,0,1,1,0,0,1,0,1,66,1,0
2,330,1,0,0,1,0,1,1,0,0,1,0,1,66,1,0
3,330,1,0,0,1,0,1,1,0,0,1,0,1,66,1,0
4,330,1,0,0,1,0,1,1,0,0,1,0,1,66,1,0
5,330,1,0,0,1,0,1,1,0,0,1,0,1,66,1,0
1,330,1,0,0,1,0,1,1,0,0,1,0,1,66,1,0
4,330,1,0,0,1,0,1,1,0,0,1,0,1,66,1,0
5,330,1,0,0,1,0,1,1,0,0,1,0,1,66,1,0
4,330,1,0,0,1,0,1,1,0,0,1,0,1,66,1,0
5,330,1,0,0,1,0,1,1,0,0,1,0,1,66,1,0
1,330,1,0,0,1,0,1,1,0,0,1,0,1,66,1,0
5,330,1,0,0,1,0,1,1,0,0,1,0,1,66,1,0
4,330,1,0,0,1,0,1,1,0,0,1,0,1,66,1,0
1,330,1,0,0,1,0,1,1,0,0,1,0,1,66,1,0
2,330,1,0,0,1,0,1,1,0,0,1,0,1,66,1,0
5,330,1,0,0,1,0,1,1,0,0,1,0,1,66,1,0
3,330,1,0,0,1,0,1,1,0,0,1,0,1,66,1,0
5,330,1,0,0,1,0,1,1,0,0,1,0,1,66,1,0
3,330,1,0,0,1,0,1,1,0,0,1,0,1,66,1,0
4,330,1,0,0,1,0,1,1,0,0,1,0,1,66,1,0
5,330,1,0,0,1,0,1,1,0,0,1,0,1,66,1,0
5,330,1,0,0,1,0,1,1,0,0,1,0,1,66,1,0
1,330,1,0,0,1,0,1,1,0,0,1,0,1,66,1,0
5,330,1,0,0,1,0,1,1,0,0,1,0,1,66,1,0
2,330,1,0,0,1,0,1,1,0,0,1,0,1,66,1,0
5,330,1,0,0,1,0,1,1,0,0,1,0,1,66,1,0
5,330,1,0,0,1,0,1,1,0,0,1,0,1,66,1,0
5,330,1,0,0,1,0,1,1,0,0,1,0,1,66,1,0
5,330,1,0,0,1,0,1,1,0,0,1,0,1,66,1,0
5,330,1,0,0,1,0,1,1,0,0,1,0,1,66,1,0
4,330,1,0,0,1,0,1,1,0,0,1,0,1,66,1,0
1,330,1,0,0,1,0,1,1,0,0,1,0,1,66,1,0
5,330,1,0,0,1,0,1,1,0,0,1,0,1,66,1,0
5,330,1,0,0,1,0,1,1,0,0,1,0,1,66,1,0
5,330,1,0,0,1,0,1,1,0,0,1,0,1,66,1,0
3,330,1,0,0,1,0,1,1,0,0,1,0,1,66,1,0
3,330,1,0,0,1,0,1,1,0,0,1,0,1,66,1,0
3,330,1,0,0,1,0,1,1,0,0,1,0,1,66,1,0
3,330,1,0,0,1,0,1,1,0,0,1,0,1,66,1,0
1,330,1,0,0,1,0,1,1,0,0,1,0,1,66,1,0
1,330,1,0,0,1,0,1,1,0,0,1,0,1,66,1,0
1,330,1,0,0,1,0,1,1,0,0,1,0,1,66,1,0
5,330,1,0,0,1,0,1,1,0,0,1,0,1,66,1,0
5,330,1,0,0,1,0,1,1,0,0,1,0,1,66,1,0
5,330,1,0,0,1,0,1,1,0,0,1,0,1,66,1,0
2,330,1,0,0,1,0,1,1,0,0,1,0,1,66,1,0
3,330,1,0,0,1,0,1,1,0,0,1,0,1,66,1,0
4,330,1,0,0,1,0,1,1,0,0,1,0,1,66,1,0
5,330,1,0,0,1,0,1,1,0,0,1,0,1,66,1,0
3,330,1,0,0,1,0,1,1,0,0,1,0,1,66,1,0
3,330,1,0,0,1,0,1,1,0,0,1,0,1,66,1,0
4,330,1,0,0,1,0,1,1,0,0,1,0,1,66,1,0
5,330,1,0,0,1,0,1,1,0,0,1,0,1,66,1,0
3,330,1,0,0,1,0,1,1,0,0,1,0,1,66,1,0
2,330,1,0,0,1,0,1,1,0,0,1,0,1,66,1,0
1,330,1,0,0,1,0,1,1,0,0,1,0,1,66,1,0
5,330,1,0,0,1,0,1,1,0,0,1,0,1,66,1,0
4,330,1,0,0,1,0,1,1,0,0,1,0,1,66,1,0
2,330,1,0,0,1,0,1,1,0,0,1,0,1,66,1,0
2,330,1,0,0,1,0,1,1,0,0,1,0,1,66,1,0
5,330,1,0,0,1,0,1,1,0,0,1,0,1,66,1,0
1,330,1,0,0,1,0,1,1,0,0,1,0,1,66,1,0
4,330,1,0,0,1,0,1,1,0,0,1,0,1,66,1,0
5,330,1,0,0,1,0,1,1,0,0,1,0,1,66,1,0
2,330,1,0,0,1,0,1,1,0,0,1,0,1,66,1,0
5,330,1,0,0,1,0,1,1,0,0,1,0,1,66,1,0
2,330,1,0,0,1,0,1,1,0,0,1,0,1,66,1,0
1,330,1,0,0,1,0,1,1,0,0,1,0,1,66,1,0
1,330,1,0,0,1,0,1,1,0,0,1,0,1,66,1,0
5,330,1,0,0,1,0,1,1,0,0,1,0,1,66,1,0
5,330,1,0,0,1,0,1,1,0,0,1,0,1,66,1,0
3,330,1,0,0,1,0,1,1,0,0,1,0,1,66,1,0
5,330,1,0,0,1,0,1,1,0,0,1,0,1,66,1,0
5,330,1,0,0,1,0,1,1,0,0,1,0,1,66,1,0
5,330,1,0,0,1,0,1,1,0,0,1,0,1,66,1,0
5,330,1,0,0,1,0,1,1,0,0,1,0,1,66,1,0
5,330,1,0,0,1,0,1,1,0,0,1,0,1,66,1,0
4,330,1,0,0,1,0,1,1,0,0,1,0,1,66,1,0
5,330,1,0,0,1,0,1,1,0,0,1,0,1,66,1,0
4,330,1,0,0,1,0,1,1,0,0,1,0,1,66,1,0
5,330,1,0,0,1,0,1,1,0,0,1,0,1,66,1,0
4,330,1,0,0,1,0,1,1,0,0,1,0,1,66,1,0
1,330,1,0,0,1,0,1,1,0,0,1,0,1,66,1,0
5,330,1,0,0,1,0,1,1,0,0,1,0,1,66,1,0
4,330,1,0,0,1,0,1,1,0,0,1,0,1,66,1,0
5,330,1,0,0,1,0,1,1,0,0,1,0,1,66,1,0
5,330,1,0,0,1,0,1,1,0,0,1,0,1,66,1,0
5,330,1,0,0,1,0,1,1,0,0,1,0,1,66,1,0
5,330,1,0,0,1,0,1,1,0,0,1,0,1,66,1,0
4,330,1,0,0,1,0,1,1,0,0,1,0,1,66,1,0
5,330,1,0,0,1,0,1,1,0,0,1,0,1,66,1,0
4,330,1,0,0,1,0,1,1,0,0,1,0,1,66,1,0
1,330,1,0,0,1,0,1,1,0,0,1,0,1,66,1,0
5,330,1,0,0,1,0,1,1,0,0,1,0,1,66,1,0
5,330,1,0,0,1,0,1,1,0,0,1,0,1,66,1,0
5,330,1,0,0,1,0,1,1,0,0,1,0,1,66,1,0
4,330,1,0,0,1,0,1,1,0,0,1,0,1,66,1,0
5,330,1,0,0,1,0,1,1,0,0,1,0,1,66,1,0
5,330,1,0,0,1,0,1,1,0,0,1,0,1,66,1,0
3,330,1,0,0,1,0,1,1,0,0,1,0,1,66,1,0
5,330,1,0,0,1,0,1,1,0,0,1,0,1,66,1,0
5,330,1,0,0,1,0,1,1,0,0,1,0,1,66,1,0
5,330,1,0,0,1,0,1,1,0,0,1,0,1,66,1,0
5,330,1,0,0,1,0,1,1,0,0,1,0,1,66,1,0
5,330,1,0,0,1,0,1,1,0,0,1,0,1,66,1,0
5,330,1,0,0,1,0,1,1,0,0,1,0,1,66,1,0
4,330,1,0,0,1,0,1,1,0,0,1,0,1,66,1,0
5,330,1,0,0,1,0,1,1,0,0,1,0,1,66,1,0
